date,AK,AL,AR,AS,AZ,CA,CO,CT,DC,DE,FL,GA,GU,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MP,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VA,VI,VT,WA,WI,WV,WY
2020-07-19,166.16,1970.9117647058824,849.4473684210526,0.0,17954.25,13176.383333333333,1255.0625,10617.555555555555,11300.0,6861.25,10205.235294117647,1967.863354037267,315.0,542.0,775.07,680.5116279069767,3153.970873786408,1251.494623655914,431.3009708737864,386.45454545454544,2821.646153846154,15116.933333333332,6273.16,432.2352941176471,1948.4166666666667,1061.0919540229886,553.5948275862069,24.666666666666668,1027.421686746988,110.1304347826087,1976.4257425742574,189.20754716981133,537.1190476190476,1127.8181818181818,16209.318181818182,1028.5454545454545,4211.235294117647,16131.5625,1683.8651685393259,647.8205128205128,798.1944444444445,3035.455882352941,191.29113924050634,5665.833333333333,2978.127659574468,243.26153846153846,1607.2395833333333,2641.6972111553787,2431.5,1155.6716417910447,148.5,179.33333333333334,2460.225,1215.7123287671234,183.34545454545454,177.16666666666666
2020-07-20,175.48,2026.2058823529412,876.3026315789474,0.0,18156.4375,13487.083333333334,1268.984375,10652.888888888889,11383.0,6921.25,10510.176470588236,1999.0372670807453,319.0,550.4,784.87,703.5581395348837,3177.669902912621,1269.6774193548388,455.126213592233,391.6694214876033,2919.630769230769,15150.733333333334,6317.44,435.1764705882353,1961.2261904761904,1074.1954022988505,565.0,24.666666666666668,1057.566265060241,111.93617021276596,2002.1980198019803,193.22641509433961,534.2823529411764,1136.1818181818182,16227.727272727272,1043.3333333333333,4324.588235294118,16155.875,1711.6404494382023,652.1282051282051,819.0555555555555,3062.294117647059,198.50632911392404,5684.333333333333,3040.2127659574467,244.4,1642.6875,2701.6175298804783,2464.8571428571427,1169.7761194029852,153.0,180.6,2507.3,1236.5205479452054,186.98181818181817,182.25
2020-07-21,183.52,2069.3529411764707,896.0921052631579,0.0,18588.3125,13916.833333333334,1284.546875,10661.777777777777,11478.0,6965.25,10785.117647058823,2046.8260869565217,327.0,557.8,791.79,724.7674418604652,3196.4757281553398,1287.6881720430108,455.7281553398058,402.46280991735534,2971.6923076923076,15183.666666666666,6386.24,436.6470588235294,1977.357142857143,1089.6896551724137,584.0172413793103,25.333333333333332,1096.9638554216867,113.60416666666667,2038.6930693069307,196.30188679245282,540.564705882353,1138.5454545454545,16255.363636363636,1061.6363636363637,4419.588235294118,16187.109375,1735.1685393258426,675.025641025641,836.2222222222222,3091.544117647059,207.18987341772151,5698.0,3120.723404255319,246.73846153846154,1687.1875,2778.2191235059763,2503.464285714286,1184.641791044776,154.0,181.66666666666666,2535.8,1267.4246575342465,189.05454545454546,186.5
2020-07-22,189.72,2112.1470588235293,910.8684210526316,0.0,18829.25,14320.666666666666,1303.828125,10690.666666666666,11550.0,7013.25,11071.0,2092.807453416149,330.0,566.2,799.88,767.0714285714286,3227.6019417475727,1306.247311827957,466.15384615384613,410.8181818181818,3056.9076923076923,15221.666666666666,6436.4,437.7647058823529,1993.75,1101.1494252873563,603.9568965517242,25.333333333333332,1134.2409638554218,115.36734693877551,2080.5841584158416,202.32075471698113,548.6705882352941,1144.5454545454545,16291.0,1080.4848484848485,4553.882352941177,16213.953125,1769.4831460674156,700.025641025641,849.3055555555555,3112.6911764705883,209.74683544303798,5779.166666666667,3193.276595744681,248.52307692307693,1728.4375,2861.2709163346613,2544.6785714285716,1199.8955223880596,164.0,181.8,2578.2,1289.3150684931506,193.94545454545454,190.66666666666666
2020-07-23,194.52,2182.705882352941,937.25,0.0,19123.3125,14630.516666666666,1323.796875,10692.222222222223,11610.0,7065.0,11370.235294117647,2156.503105590062,332.0,580.6,814.29,790.0952380952381,3259.135922330097,1326.6881720430108,467.5192307692308,421.2809917355372,3127.5538461538463,15264.866666666667,6489.28,439.47058823529414,2010.4761904761904,1118.528735632184,628.3448275862069,25.333333333333332,1157.9036144578313,116.68,2118.2475247524753,207.0566037735849,556.0235294117647,1148.7272727272727,16315.863636363636,1100.7878787878788,4706.294117647059,16242.859375,1801.9325842696628,717.1538461538462,865.5,3139.8676470588234,218.56962025316454,5793.5,3259.8297872340427,246.75757575757575,1784.53125,2937.167330677291,2581.1785714285716,1212.4925373134329,169.5,183.26666666666668,2625.925,1317.041095890411,201.8181818181818,195.58333333333334
2020-07-24,200.48,2235.4411764705883,961.8421052631579,0.0,19543.3125,14985.416666666666,1344.96875,10814.444444444445,11683.0,7157.5,11734.20588235294,2220.6832298136646,337.0,603.2,827.02,813.0238095238095,3289.9611650485435,1347.247311827957,485.6923076923077,434.3719008264463,3191.6615384615384,15309.466666666667,6563.68,441.88235294117646,2025.845238095238,1136.0229885057472,651.9827586206897,25.333333333333332,1196.698795180723,123.04,2160.4059405940593,211.64150943396226,570.3690476190476,1159.090909090909,16359.318181818182,1119.6969696969697,4817.529411764706,16270.078125,1836.9887640449438,746.5641025641025,885.6944444444445,3175.1911764705883,227.0126582278481,5806.166666666667,3344.978723404255,248.4848484848485,1827.625,3001.9442231075695,2643.6071428571427,1229.313432835821,172.0,184.13333333333333,2677.125,1346.6849315068494,207.0909090909091,200.41666666666666
2020-07-25,212.48,2297.9411764705883,971.6973684210526,0.0,20006.0,15262.55,1369.3125,10814.444444444445,11748.5,7180.75,12090.514705882353,2274.5962732919256,337.0,629.2,835.49,837.7142857142857,3316.1553398058254,1365.1827956989248,486.27884615384613,447.59504132231405,3191.6615384615384,15347.533333333333,6666.84,445.8235294117647,2032.404761904762,1141.090909090909,671.6034482758621,26.333333333333332,1231.2530120481927,127.84313725490196,2201.7227722772277,216.22641509433961,571.6,1166.3636363636363,16407.590909090908,1138.6666666666667,4929.941176470588,16292.984375,1869.3033707865168,771.3076923076923,905.4444444444445,3202.1470588235293,237.32911392405063,5806.166666666667,3404.595744680851,251.66666666666666,1865.4166666666667,3057.589641434263,2687.1071428571427,1247.8955223880596,176.0,185.73333333333332,2714.925,1371.3150684931506,207.89285714285714,203.83333333333334
2020-07-26,225.28,2332.176470588235,997.9736842105264,0.0,20253.4375,15493.533333333333,1385.9375,10814.444444444445,11819.0,7236.25,12363.5,2309.111801242236,337.0,656.0,845.52,859.2619047619048,3345.1844660194174,1375.3225806451612,488.0576923076923,452.5702479338843,3309.8153846153846,15396.6,6722.16,448.6470588235294,2064.285714285714,1160.6704545454545,691.5172413793103,26.666666666666668,1259.9277108433735,131.05882352941177,2232.8217821782177,221.50943396226415,576.6,1170.1818181818182,16453.81818181818,1154.3939393939395,5044.294117647059,16310.53125,1889.2808988764045,802.1794871794872,923.7777777777778,3223.5,246.65822784810126,5806.166666666667,3455.276595744681,254.3939393939394,1925.6666666666667,3097.187250996016,2710.464285714286,1262.1940298507463,180.5,186.26666666666668,2748.625,1397.4383561643835,212.85714285714286,206.25
2020-07-27,233.6,2385.735294117647,1018.3552631578947,0.0,20484.0625,15695.633333333333,1395.125,10858.222222222223,11901.5,7281.75,12623.558823529413,2345.813664596273,346.0,674.2,852.48,881.2619047619048,3370.368932038835,1390.8817204301076,505.875,461.57851239669424,3381.9076923076923,15434.933333333332,6812.48,450.7647058823529,2077.25,1175.2954545454545,711.3362068965517,26.666666666666668,1275.3493975903614,133.07843137254903,2266.831683168317,225.67924528301887,581.9176470588235,1171.090909090909,16496.18181818182,1181.939393939394,5159.470588235294,16334.75,1914.0898876404494,836.0769230769231,941.1111111111111,3253.8088235294117,252.15189873417722,5854.666666666667,3507.1063829787236,255.87878787878788,1979.9479166666667,3140.3107569721114,2649.793103448276,1284.6567164179105,184.75,186.53333333333333,2788.65,1414.5068493150684,216.21428571428572,210.0
2020-07-28,241.68,2422.529411764706,1037.4736842105262,0.0,20745.5,15989.483333333334,1417.71875,10878.777777777777,11972.0,7334.75,12893.441176470587,2404.3478260869565,349.0,689.0,856.97,884.0,3391.9417475728155,1409.279569892473,506.40384615384613,471.09090909090907,3416.4,15469.133333333333,6864.6,451.47058823529414,2094.8571428571427,1186.090909090909,735.9827586206897,26.666666666666668,1307.2289156626507,136.58823529411765,2300.861386138614,227.16666666666666,581.8488372093024,1181.8181818181818,16543.0,1198.878787878788,5289.823529411765,16358.125,1943.752808988764,865.7948717948718,958.5277777777778,3286.955882352941,258.9367088607595,5889.666666666667,3579.1063829787236,257.3333333333333,2033.2395833333333,3215.593625498008,2680.2758620689656,1298.4179104477612,187.5,186.93333333333334,2822.775,1435.7671232876712,220.46428571428572,215.75
2020-07-29,248.64,2464.176470588235,1057.7763157894738,0.0,21039.625,16332.333333333334,1432.515625,10981.111111111111,12028.0,7386.0,13169.25,2452.7639751552797,351.0,719.8,868.99,907.7209302325581,3418.854368932039,1427.8279569892472,519.6826923076923,481.0413223140496,3469.7846153846153,15535.6,6925.24,454.7647058823529,2118.8333333333335,1202.0454545454545,763.6120689655172,26.666666666666668,1342.433734939759,141.75,2335.4158415841584,230.40740740740742,588.4302325581396,1184.1818181818182,16587.31818181818,1220.3636363636363,5396.64705882353,16384.71875,1975.123595505618,887.5384615384615,978.3611111111111,3311.794117647059,262.9746835443038,6007.333333333333,3653.021276595745,261.8484848484849,2070.5,3287.641434262948,2707.862068965517,1313.3283582089553,192.5,187.06666666666666,2865.9,1461.4931506849316,225.92857142857142,219.0
2020-07-30,257.56,2522.4117647058824,1078.078947368421,0.0,21356.4375,16604.483333333334,1445.96875,11010.888888888889,12091.5,7429.5,13459.838235294117,2511.7080745341614,354.0,766.2,883.16,931.5581395348837,3454.1747572815534,1446.774193548387,520.3269230769231,491.88429752066116,3522.3384615384616,15590.733333333334,6996.68,457.3529411764706,2139.1071428571427,1218.9318181818182,796.5603448275862,28.0,1387.44578313253,146.98076923076923,2382.029702970297,233.11111111111111,594.7093023255813,1189.5454545454545,16607.863636363636,1235.6363636363637,5521.058823529412,16412.6875,2014.0674157303372,916.025641025641,996.8611111111111,3337.220588235294,272.17721518987344,6032.333333333333,3726.468085106383,263.1818181818182,2113.7395833333335,3363.5099601593624,2738.103448275862,1326.9253731343283,192.5,187.2,2909.875,1489.5479452054794,229.35714285714286,223.83333333333334
2020-07-31,267.96,2580.0882352941176,1098.2631578947369,0.0,21757.375,16825.166666666668,1464.953125,11041.888888888889,12165.5,7475.25,13723.014705882353,2568.273291925466,356.0,815.4,893.3,955.7906976744187,3491.1650485436894,1466.4086021505377,537.8173076923077,505.22314049586777,3577.6923076923076,15661.133333333333,7090.12,460.11764705882354,2158.285714285714,1236.4772727272727,820.3706896551724,28.0,1415.5903614457832,152.73076923076923,2420.970297029703,239.3148148148148,610.2941176470588,1196.8181818181818,16672.18181818182,1248.4848484848485,5660.588235294118,16436.546875,2048.516853932584,935.1666666666666,1017.8055555555555,3365.220588235294,276.0506329113924,6044.333333333333,3787.9148936170213,265.57575757575756,2173.8333333333335,3442.374501992032,2773.7586206896553,1341.6119402985075,203.0,188.2,2947.975,1513.4657534246576,237.21428571428572,227.16666666666666
2020-08-01,279.36,2627.9117647058824,1115.671052631579,0.0,22126.3125,17127.9,1478.5,11041.888888888889,12239.5,7520.25,14004.088235294117,2618.7701863354037,367.0,857.0,902.64,975.6279069767442,3521.6796116504856,1480.784946236559,538.0673076923077,515.1652892561983,3577.6923076923076,15718.466666666667,7171.6,463.05882352941177,2175.535714285714,1252.8181818181818,835.8620689655172,28.666666666666668,1442.9156626506024,156.96153846153845,2454.3861386138615,244.22222222222223,617.9529411764706,1202.3636363636363,16707.954545454544,1259.939393939394,5781.235294117647,16461.109375,2069.370786516854,967.1410256410256,1036.361111111111,3388.294117647059,295.50632911392404,6044.333333333333,3855.276595744681,268.6969696969697,2225.1458333333335,3500.832669322709,2808.6206896551726,1355.2388059701493,210.5,188.93333333333334,2989.825,1542.3150684931506,240.53571428571428,230.75
2020-08-02,287.52,2689.529411764706,1123.75,0.0,22308.75,17320.25,1492.421875,11041.888888888889,12293.5,7564.25,14211.85294117647,2660.1739130434785,367.0,883.2,912.08,990.2093023255813,3550.0679611650485,1491.1505376344087,539.9326923076923,521.9090909090909,3684.353846153846,15774.0,7244.36,465.52941176470586,2185.4166666666665,1269.9886363636363,845.1724137931035,30.0,1459.1084337349398,161.26923076923077,2480.19801980198,246.35185185185185,623.5176470588235,1206.1818181818182,16737.954545454544,1273.6969696969697,5910.294117647059,16477.8125,2090.5842696629215,979.8205128205128,1053.1666666666667,3406.294117647059,305.11392405063293,6044.333333333333,3905.872340425532,271.3636363636364,2253.34375,3551.6733067729083,2836.862068965517,1369.8805970149253,210.5,189.53333333333333,3020.4,1567.6301369863013,244.78571428571428,234.0
2020-08-03,293.16,2725.323529411765,1152.0131578947369,0.0,22437.6875,17473.4,1501.359375,11097.888888888889,12355.5,7609.5,14352.558823529413,2689.409937888199,368.0,933.4,917.38,1004.2325581395348,3577.980582524272,1512.0645161290322,558.4230769230769,528.99173553719,3718.1692307692306,15800.733333333334,7313.96,466.94117647058823,2200.464285714286,1283.8636363636363,862.7844827586207,30.666666666666668,1472.8915662650602,163.1153846153846,2507.7227722772277,251.0185185185185,630.4117647058823,1210.8181818181818,16763.363636363636,1280.6060606060605,6025.588235294118,16501.953125,2111.5280898876404,989.5897435897435,1069.2222222222222,3427.823529411765,313.2278481012658,6081.666666666667,3955.3617021276596,273.3333333333333,2276.4166666666665,3607.788844621514,2865.0344827586205,1389.641791044776,219.5,189.66666666666666,3052.075,1579.986301369863,249.03571428571428,237.33333333333334
2020-08-04,298.44,2755.9411764705883,1172.5,0.0,22565.125,17651.716666666667,1513.84375,11108.666666666666,12420.5,7645.0,14511.323529411764,2730.049689440994,375.0,1003.2,922.73,1024.0,3605.4660194174758,1532.4086021505377,558.9903846153846,540.5454545454545,3826.2153846153847,15872.533333333333,7370.8,467.6470588235294,2218.3333333333335,1297.5454545454545,882.4655172413793,30.666666666666668,1498.7710843373493,163.66037735849056,2538.5841584158416,256.51851851851853,636.035294117647,1216.5454545454545,16799.18181818182,1293.3333333333333,6143.235294117647,16526.171875,2137.2134831460676,1011.7307692307693,1085.1666666666667,3452.5588235294117,323.26582278481015,6105.666666666667,4008.0851063829787,275.1212121212121,2312.84375,3682.4143426294822,2893.448275862069,1406.7313432835822,231.5,190.26666666666668,3078.45,1600.7945205479452,251.82142857142858,240.33333333333334
2020-08-05,302.32,2783.9411764705883,1196.0526315789473,0.0,22777.0625,17829.766666666666,1533.296875,11132.888888888889,12480.5,7700.75,14670.617647058823,2786.3105590062114,389.0,1066.2,934.91,1048.5581395348838,3640.5339805825242,1552.3655913978494,574.6538461538462,550.1157024793389,3871.8307692307694,15929.6,7417.04,469.6470588235294,2234.785714285714,1311.9204545454545,901.0948275862069,30.666666666666668,1528.7710843373493,165.0,2561.80198019802,261.0740740740741,642.4,1221.3636363636363,16832.409090909092,1307.030303030303,6220.411764705882,16550.65625,2164.1573033707864,1039.9871794871794,1102.1666666666667,3473.6176470588234,331.46835443037975,6223.5,4062.6382978723404,277.8181818181818,2346.9479166666665,3754.398406374502,2923.8275862068967,1418.641791044776,245.5,190.93333333333334,3114.25,1626.3972602739725,255.67857142857142,243.58333333333334
2020-08-06,306.2,2840.9411764705883,1214.7763157894738,0.0,22961.9375,18113.066666666666,1547.953125,11139.555555555555,12553.5,7739.25,14894.382352941177,2830.8198757763976,397.0,1130.8,949.17,1074.8139534883721,3678.6990291262136,1574.6236559139784,575.6730769230769,559.4132231404959,3912.0,15962.666666666666,7464.12,470.2352941176471,2253.0833333333335,1331.2272727272727,919.9224137931035,31.333333333333332,1551.8072289156626,170.7962962962963,2601.4356435643563,265.55555555555554,642.3139534883721,1225.5454545454545,16868.363636363636,1319.5757575757575,6309.529411764706,16576.296875,2190.3595505617977,1061.4871794871794,1117.4722222222222,3497.279411764706,337.2278481012658,6245.166666666667,4119.021276595745,281.0,2392.0416666666665,3815.0876494023905,2963.1724137931033,1430.8507462686566,255.75,192.2,3152.725,1650.109589041096,259.89285714285717,246.5
2020-08-07,311.84,2891.205882352941,1240.6973684210527,0.0,23134.8125,18361.316666666666,1562.09375,11155.888888888889,12621.0,7773.25,15118.10294117647,2889.2422360248447,411.0,1201.2,957.85,1104.0,3718.893203883495,1599.215053763441,592.3461538461538,569.7768595041322,3958.1384615384613,16017.866666666667,7528.04,472.2352941176471,2271.714285714286,1343.6818181818182,937.3620689655172,31.333333333333332,1576.7710843373493,176.44444444444446,2632.128712871287,271.0925925925926,649.4069767441861,1232.2727272727273,16902.545454545456,1331.2121212121212,6421.529411764706,16601.328125,2217.4157303370785,1083.1923076923076,1135.638888888889,3519.955882352941,351.873417721519,6266.333333333333,4179.531914893617,283.969696969697,2444.7395833333335,3875.6573705179285,2996.206896551724,1460.9253731343283,262.5,192.46666666666667,3194.9,1678.958904109589,265.4642857142857,250.0
2020-08-08,319.12,2920.0,1251.0263157894738,0.0,23270.8125,18641.566666666666,1575.234375,11155.888888888889,12703.0,7801.25,15365.558823529413,2949.447204968944,412.0,1287.6,965.87,1128.2558139534883,3759.757281553398,1613.6344086021506,592.5961538461538,583.1735537190083,3958.1384615384613,16073.733333333334,7589.52,473.6470588235294,2288.5714285714284,1364.375,940.7155172413793,32.0,1605.9277108433735,181.07407407407408,2670.108910891089,277.75925925925924,654.6744186046511,1239.090909090909,16938.454545454544,1340.3030303030303,6523.529411764706,16623.203125,2246.494382022472,1104.4871794871794,1156.861111111111,3540.5588235294117,364.9493670886076,6282.0,4232.340425531915,287.1818181818182,2479.4166666666665,3928.637450199203,3019.206896551724,1480.4328358208954,264.0,193.26666666666668,3222.475,1708.2739726027398,270.10714285714283,251.08333333333334
2020-08-09,325.76,2980.4117647058824,1275.921052631579,0.0,23375.5625,18901.216666666667,1585.296875,11155.888888888889,12780.0,7837.0,15547.191176470587,2991.0,412.0,1364.2,977.02,1146.3255813953488,3786.1844660194174,1632.021505376344,594.0673076923077,589.2396694214876,4039.153846153846,16117.0,7662.72,475.52941176470586,2300.6428571428573,1382.5227272727273,949.3534482758621,32.0,1618.6265060240964,183.40740740740742,2697.70297029703,281.0740740740741,650.6091954022988,1241.8181818181818,16970.545454545456,1352.4242424242425,6618.117647058823,16639.578125,2266.247191011236,1117.0128205128206,1174.5,3561.235294117647,378.3544303797468,6294.333333333333,4273.829787234043,291.06060606060606,2522.6354166666665,3971.131474103586,3042.4827586206898,1493.8208955223881,273.5,193.93333333333334,3261.875,1725.054794520548,274.7857142857143,254.16666666666666
2020-08-10,330.32,3030.0,1292.5394736842106,0.0,23447.3125,19319.933333333334,1595.984375,11210.777777777777,12851.5,7867.5,15669.29411764706,3022.7329192546586,418.0,1422.6,982.32,1161.3488372093022,3812.864077669903,1651.3548387096773,613.6923076923077,594.9834710743802,4056.4307692307693,16153.4,7723.16,476.3529411764706,2315.154761904762,1396.5681818181818,978.8189655172414,32.666666666666664,1630.0963855421687,186.09259259259258,2711.3861386138615,285.4074074074074,655.8505747126437,1243.6363636363637,16994.954545454544,1360.2424242424242,6705.529411764706,16660.5,2286.0898876404494,1127.2435897435898,1187.7777777777778,3584.1470588235293,391.59493670886076,6299.0,4304.63829787234,292.8181818181818,2549.9479166666665,4015.932270916335,3064.1724137931033,1503.7164179104477,280.75,194.33333333333334,3295.4,1740.2328767123288,276.92857142857144,253.5
2020-08-11,334.56,3054.4411764705883,1302.7763157894738,0.0,23594.8125,19710.166666666668,1608.25,11236.111111111111,12927.5,7900.5,15839.426470588236,3077.0,434.0,1474.2,988.49,1156.0681818181818,3843.9126213592235,1671.236559139785,614.5288461538462,605.2066115702479,4092.230769230769,16205.866666666667,7769.84,476.47058823529414,2337.3690476190477,1403.9431818181818,995.6034482758621,32.666666666666664,1645.6144578313254,185.98181818181817,2732.366336633663,291.72222222222223,662.4942528735633,1247.4545454545455,17036.772727272728,1372.3030303030303,6772.235294117647,16685.28125,2310.696629213483,1146.8333333333333,1201.9444444444443,3607.970588235294,402.65822784810126,6318.833333333333,4345.95744680851,294.3333333333333,2572.0625,4085.7290836653387,3088.689655172414,1518.5820895522388,303.75,195.8,3310.575,1760.0,281.25,256.0833333333333
2020-08-12,340.44,3081.9411764705883,1321.407894736842,0.0,23685.3125,19949.083333333332,1618.796875,11241.777777777777,12991.5,7939.0,16077.985294117647,3128.5403726708073,449.0,1578.6,997.72,1152.7777777777778,3876.669902912621,1690.6774193548388,630.0384615384615,623.8925619834711,4128.8,16225.4,7813.72,478.7647058823529,2348.4880952380954,1414.465909090909,1019.9051724137931,32.666666666666664,1671.6626506024097,192.0,2757.168316831683,294.9074074074074,669.1724137931035,1252.090909090909,17076.0,1382.7878787878788,6834.117647058823,16711.125,2342.6516853932585,1163.974358974359,1216.75,3633.75,417.8481012658228,6444.166666666667,4381.872340425532,297.42424242424244,2602.0208333333335,4138.027888446215,3112.2413793103447,1530.1641791044776,319.5,196.53333333333333,3344.95,1774.2054794520548,286.0,257.1666666666667
2020-08-13,348.08,3104.6176470588234,1338.3684210526317,0.0,23852.75,20215.733333333334,1632.203125,11260.888888888889,13071.0,8007.25,16261.014705882353,3162.6894409937886,477.0,1720.2,1010.06,1176.6,3913.2038834951454,1711.3118279569892,631.0961538461538,636.297520661157,4163.661538461539,16246.666666666666,7875.52,481.0,2375.6666666666665,1430.125,1042.2068965517242,32.666666666666664,1686.4096385542168,197.03636363636363,2790.3960396039606,302.3333333333333,668.4204545454545,1258.3636363636363,17129.0,1393.121212121212,6909.529411764706,16735.9375,2369.123595505618,1182.1025641025642,1231.5833333333333,3662.8088235294117,424.46835443037975,6462.666666666667,4421.659574468085,295.43283582089555,2644.0520833333335,4176.111111111111,3136.0344827586205,1546.597014925373,346.5,197.33333333333334,3386.2,1801.86301369863,291.10714285714283,259.9166666666667
2020-08-14,356.04,3126.735294117647,1354.592105263158,0.0,23970.6875,20638.466666666667,1642.578125,11286.444444444445,13138.5,8117.25,16468.808823529413,3209.1304347826085,502.0,1766.4,1022.01,1198.7333333333333,3957.0485436893205,1735.0430107526881,655.1057692307693,647.1900826446281,4203.630769230769,16260.8,7932.2,484.11764705882354,2396.2976190476193,1446.6136363636363,1065.3103448275863,33.333333333333336,1709.1566265060242,201.9090909090909,2818.9504950495048,307.94444444444446,676.9318181818181,1266.1818181818182,17179.545454545456,1403.6363636363637,7032.294117647059,16761.578125,2394.5393258426966,1202.4358974358975,1247.611111111111,3687.1176470588234,438.9746835443038,6478.5,4461.31914893617,299.2238805970149,2683.8333333333335,4239.138888888889,3172.689655172414,1564.7462686567164,359.5,199.6,3414.15,1829.2739726027398,295.5,265.25
2020-08-15,363.52,3164.1176470588234,1358.4473684210527,0.0,24082.75,20902.3,1651.65625,11286.444444444445,13189.5,8145.75,16654.397058823528,3253.3167701863354,502.0,1869.0,1038.57,1217.6222222222223,3990.873786407767,1750.032258064516,655.5673076923077,657.9090909090909,4203.630769230769,16285.2,7997.2,487.4117647058824,2419.7380952380954,1462.2727272727273,1083.8879310344828,33.333333333333336,1729.0361445783133,205.85454545454544,2848.138613861386,312.48148148148147,683.5681818181819,1269.090909090909,17217.227272727272,1412.2424242424242,7132.705882352941,16783.265625,2419.6404494382023,1225.5384615384614,1267.5277777777778,3710.75,450.1898734177215,6495.833333333333,4505.617021276596,302.02985074626866,2713.7291666666665,4302.305555555556,3197.1724137931033,1578.358208955224,367.0,200.73333333333332,3443.725,1851.5753424657535,302.0357142857143,268.9166666666667
2020-08-16,369.76,3189.205882352941,1375.9868421052631,0.0,24193.1875,21118.7,1661.9375,11286.444444444445,13246.5,8181.5,16764.897058823528,3278.968944099379,516.0,1968.8,1048.75,1228.2444444444445,4021.4271844660193,1761.0752688172042,657.5,662.7933884297521,4240.015384615384,16305.4,8039.36,490.2352941176471,2429.095238095238,1479.0681818181818,1101.1637931034484,33.333333333333336,1738.2168674698796,209.1090909090909,2871.910891089109,317.77777777777777,688.5227272727273,1270.5454545454545,17235.136363636364,1418.6666666666667,7216.411764705882,16801.8125,2433.4157303370785,1239.448717948718,1285.5555555555557,3728.455882352941,456.44303797468353,6508.333333333333,4531.787234042553,306.6865671641791,2750.2916666666665,4359.150793650793,3216.448275862069,1592.3432835820895,370.5,201.46666666666667,3479.5,1870.3561643835617,305.85714285714283,273.8333333333333
2020-08-17,374.4,3206.0,1386.578947368421,0.0,24252.0,21275.033333333333,1668.140625,11366.666666666666,13299.0,8216.0,16843.147058823528,3302.894409937888,558.0,2046.8,1055.45,1239.4,4056.8252427184466,1781.6989247311828,679.9134615384615,671.9090909090909,4257.446153846154,16319.6,8079.64,493.70588235294116,2441.404761904762,1491.8636363636363,1120.3189655172414,35.333333333333336,1744.867469879518,210.94545454545454,2885.7227722772277,319.98148148148147,692.2272727272727,1273.4545454545455,17265.409090909092,1424.2424242424242,7293.470588235294,16821.296875,2450.8314606741574,1248.974358974359,1297.861111111111,3743.0882352941176,471.0,6518.0,4551.191489361702,309.25373134328356,2775.8958333333335,4412.730158730159,3234.9655172413795,1603.2985074626865,380.0,203.06666666666666,3503.85,1884.1780821917807,308.2857142857143,277.5833333333333
2020-08-18,380.0,3245.9117647058824,1397.2236842105262,0.0,24365.6875,21482.15,1676.640625,11366.222222222223,13339.5,8241.25,16955.220588235294,3344.416149068323,577.0,2108.2,1061.49,1253.9555555555555,4091.26213592233,1803.6881720430108,680.7596153846154,682.3884297520661,4277.076923076923,16331.266666666666,8120.6,495.5882352941176,2457.0,1500.0568181818182,1134.5689655172414,36.0,1764.0240963855422,212.96363636363637,2910.09900990099,324.94444444444446,690.9204545454545,1275.8181818181818,17298.81818181818,1429.030303030303,7375.941176470588,16846.171875,2470.179775280899,1264.7564102564102,1309.3333333333333,3762.720588235294,489.65822784810126,6538.0,4581.787234042553,311.7313432835821,2797.2604166666665,4474.015873015873,3256.0689655172414,1616.1492537313434,398.0,203.46666666666667,3521.025,1902.7397260273972,311.82142857142856,280.125
2020-08-19,386.12,3278.764705882353,1416.3947368421052,0.0,24445.3125,21681.416666666668,1685.0625,11379.444444444445,13381.5,8274.75,17075.647058823528,3379.478260869565,599.0,2239.0,1068.25,1270.111111111111,4134.300970873786,1820.52688172043,694.4519230769231,693.2561983471074,4300.892307692307,16511.6,8154.56,498.11764705882354,2473.5833333333335,1512.625,1154.25,36.0,1796.5060240963855,216.94545454545454,2934.8811881188117,331.8703703703704,694.6067415730337,1279.2727272727273,17331.772727272728,1439.2424242424242,7420.882352941177,16869.65625,2491.7078651685392,1279.9871794871794,1321.1944444444443,3780.8676470588234,493.9240506329114,6654.666666666667,4613.234042553191,315.4029850746269,2838.2708333333335,4523.329365079365,3281.103448275862,1627.1492537313434,414.0,203.8,3551.825,1921.2328767123288,314.32142857142856,285.8333333333333
2020-08-20,392.24,3307.323529411765,1431.0,0.0,24536.5625,21869.2,1695.546875,11405.777777777777,13439.0,8306.75,17208.867647058825,3421.658385093168,704.0,2333.0,1085.43,1287.7333333333333,4171.514563106796,1841.4516129032259,695.5288461538462,705.1735537190083,4329.138461538461,16550.733333333334,8200.48,500.29411764705884,2486.2023809523807,1528.3636363636363,1171.9655172413793,36.0,1818.0481927710844,221.21818181818182,2973.5247524752476,342.01851851851853,700.0,1281.6363636363637,17345.18181818182,1451.5757575757575,7487.235294117647,16891.265625,2516.921348314607,1298.9871794871794,1334.611111111111,3804.0588235294117,498.9113924050633,6667.333333333333,4651.914893617021,319.13432835820896,2868.9479166666665,4565.313492063492,3312.7241379310344,1640.1268656716418,434.5,204.33333333333334,3584.675,1943.1917808219177,320.7857142857143,289.0
